X,Y,Z,State,MicroHeight
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
0.862859,2.143971,0.592078,1,0.000000
NaN,NaN,0.585122,1,0.000000
NaN,NaN,0.592078,1,0.000000
NaN,NaN,0.592078,1,0.000000
NaN,NaN,0.592078,1,0.000000
NaN,NaN,0.592078,1,0.000000
1.137453,1.961915,0.592078,1,0.000000
1.162789,1.911999,0.592078,1,0.000000
1.180517,1.665781,0.592080,1,0.000000
1.159312,2.447216,0.592081,1,0.000000
1.254372,2.542450,0.592080,1,0.000000
1.427892,2.919099,0.592080,1,0.000000
1.191876,2.731685,0.592081,1,0.000000
1.374437,2.772822,0.592081,1,0.000000
1.385561,2.496497,0.605402,1,0.000000
1.141162,2.620041,0.611191,1,0.000000
1.120709,2.722387,0.611191,1,0.000000
1.339824,2.561887,0.611191,1,0.000000
NaN,NaN,0.613729,1,0.000000
NaN,NaN,0.615221,1,0.000000
0.863976,2.516550,0.616713,1,0.000000
1.110755,1.937813,0.619853,1,0.000000
1.352479,2.624503,0.625699,1,0.000000
1.250852,2.469197,0.631545,1,0.000000
0.968586,2.031398,0.653395,1,0.000000
0.907642,1.970933,0.675244,1,0.000000
0.969736,2.026617,0.681219,1,0.000000
1.116613,2.109280,0.698171,1,0.000000
1.105809,2.328944,0.710736,1,0.000000
1.116603,2.426363,0.720229,1,0.000000
1.244502,2.474451,0.728695,1,0.000000
1.087735,2.307903,0.743521,1,0.000000
1.082646,2.294274,0.765390,1,0.000000
0.957013,1.883303,0.772997,1,0.000000
0.981517,2.032770,0.778400,1,0.000000
1.003598,1.964497,0.785373,1,0.000000
0.939760,2.055452,0.796550,1,0.000000
1.027656,2.107431,0.818586,1,0.000000
0.890538,2.065764,0.843033,1,0.000000
0.984689,2.047618,0.855052,1,0.000000
0.987221,2.154172,0.855052,1,0.000000
1.002925,2.056594,0.862524,1,0.000000
1.084947,2.147851,0.869995,1,0.000000
1.175189,2.161093,0.878435,1,0.000000
1.151591,2.266585,0.886875,1,0.000000
1.281368,2.360183,0.891619,1,0.000000
1.204320,2.202010,0.933934,1,0.000000
1.214065,2.482630,0.979120,1,0.000000
1.193844,2.268278,0.987942,1,0.000000
1.222665,2.382652,0.995011,1,0.000000
1.259486,2.373532,1.000914,1,0.000000
1.296017,2.425984,1.029472,1,0.000000
NaN,NaN,1.060360,1,0.000000
NaN,NaN,1.063583,1,0.000000
1.406420,2.482444,1.071045,1,0.000000
1.366830,2.494188,1.085530,1,0.000000
1.434296,2.641563,1.095070,1,0.000000
1.462151,2.693412,1.104273,1,0.000000
1.363404,2.514236,1.111811,1,0.000000
NaN,NaN,1.216748,1,0.000000
NaN,NaN,1.219831,1,0.000000
NaN,NaN,1.221003,1,0.000000
NaN,NaN,1.267971,1,0.000000
NaN,NaN,1.356500,1,0.000000
NaN,NaN,1.399233,1,0.000000
1.678305,2.653205,1.438336,1,0.000000
1.752162,2.849268,1.544497,1,0.000000
1.603159,2.922496,1.584550,1,0.000000
1.804897,2.865559,1.587274,1,0.000000
1.854943,2.879203,1.602504,1,0.000000
1.982603,2.868709,1.636494,1,0.000000
2.010703,2.859959,1.708281,1,0.000000
1.878327,2.878829,1.735284,1,0.000000
1.785278,2.974630,1.741205,1,0.000000
1.995036,2.877341,1.747125,1,0.000000
1.971463,2.928312,1.759853,1,0.000000
2.094197,2.960522,1.762011,1,0.000000
NaN,NaN,1.766749,1,0.000000
2.252077,2.925533,1.777533,1,0.000000
2.316254,2.915871,1.795675,1,0.000000
NaN,NaN,1.797358,1,0.000000
2.422726,2.909376,1.799041,1,0.000000
2.472168,2.891406,1.797358,1,0.000000
NaN,NaN,1.799041,1,0.000000
2.625844,2.882013,1.803322,1,0.000000
2.589288,2.984866,1.799041,1,0.000000
2.672654,3.041506,1.799041,1,0.000000
2.720484,3.015476,1.799041,1,0.000000
2.781132,3.047279,1.799041,1,0.000000
2.894161,2.909604,1.799041,1,0.000000
2.919086,2.952261,1.799041,1,0.000000
2.979940,2.969686,1.799041,1,0.000000
2.901199,2.897586,1.799041,1,0.000000
2.951025,2.855519,1.799041,1,0.000000
2.963146,2.834800,1.799041,1,0.000000
2.941859,2.769709,1.795675,1,0.000000
2.955330,2.728670,1.795675,1,0.000000
2.995350,2.742882,1.795675,1,0.000000
2.970834,2.696597,1.786604,1,0.000000
2.963243,2.701481,1.770010,1,0.000000
2.958967,2.669465,1.770010,1,0.000000
3.028446,2.667216,1.762486,1,0.000000
3.049887,2.675910,1.748592,1,0.000000
2.965231,2.546609,1.748592,1,0.000000
3.090897,2.560271,1.728437,1,0.000000
3.021245,2.466231,1.706915,1,0.000000
3.012404,2.421910,1.700856,1,0.000000
2.973737,2.348385,1.694824,1,0.000000
2.881460,2.277419,1.690800,1,0.000000
2.912496,2.201722,1.687870,1,0.000000
2.902665,2.116831,1.683199,1,0.000000
2.822519,2.075145,1.678772,1,0.000000
2.916619,2.166895,1.676001,1,0.000000
2.784557,2.080347,1.673231,1,0.000000
2.847529,2.020018,1.664618,1,0.000000
2.904952,2.044772,1.656006,1,0.000000
2.836228,2.009343,1.653706,1,0.000000
2.916207,1.996929,1.651406,1,0.000000
2.909111,2.056265,1.583775,1,0.000000
2.887802,2.020274,1.516144,1,0.000000
3.069469,2.023196,1.511107,1,0.000000
3.000531,1.948659,1.506069,1,0.000000
2.926127,1.976369,1.503161,1,0.000000
2.915794,2.015820,1.500253,1,0.000000
2.903414,2.037897,1.494919,1,0.000000
2.907309,1.974038,1.489584,1,0.000000
2.977823,2.007290,1.489584,1,0.000000
2.970415,2.038243,1.489584,1,0.000000
2.990979,1.914395,1.489584,1,0.000000
2.978549,1.841939,1.489584,1,0.000000
